대여소,상태,주소,위도,경도
신설동역 11번출구 뒤,운영중,서울특별시 종로구 숭인동 1311 신설동역 11번출구 뒤,37.575759999999995,127.02283500000001
창신역 1번출구 앞,운영중,서울특별시 종로구 지봉로 87 창신역 1번출구 앞,37.579334,127.015083
SK 서린빌딩 앞,운영중,서울특별시 종로구 서린동 93-2 SK 서린빌딩 앞,37.569247999999995,126.98053700000001
광화문 시민열린마당,운영중,서울특별시 종로구 세종로 76-5 광화문 시민열린마당,37.575493,126.9785
시청역(2호선) 9번출구 뒤,운영중,서울특별시 중구 서소문로 지하127 시청역(2호선) 9번출구 뒤,37.563229,126.97483799999999
동대입구역 6번출구 뒤,운영중,서울특별시 중구 동호로 지하256 동대입구역 6번출구 뒤,37.558871999999994,127.00553899999998
약수역 3번출구 뒤,운영중,서울특별시 중구 다산로 지하122 약수역 4번출구 뒤,37.554295,127.0112
청구 어린이공원,운영중,서울특별시 중구 다산로14길 41 약수어린이공원,37.555859000000005,127.013855
청구역 2번출구 앞,운영중,서울특별시 중구 청구로 지하77 청구역2번출구 앞,37.560474,127.014076
다산 어린이공원,운영중,서울특별시 중구 다산로40길 37 다산 어린이공원,37.563717,127.018425
서울역 5번출구 앞,운영중,서울특별시 중구 세종대로 지하2 서울역 4번출구 앞,37.557217,126.97300700000001
청계7가 사거리,운영중,서울특별시 중구 다산로 지하260 청계7가 사거리,37.569805,127.016953
서울역9번출구,운영중,서울특별시 중구 세종대로 지하2 서울역9번출구,37.556,126.973358
CJ제일제당 앞,운영중,서울특별시 중구 동호로 330 CJ제일제당 앞,37.563866,127.002747
장충체육관,운영중,서울특별시 중구 장충동2가 200-99 장충체육관,37.558533000000004,127.00698899999999
약수역 10번출구 앞,운영중,서울특별시 중구 신당동 357-1 약수역 10번출구 앞,37.555199,127.010048
신당역 12번 출구 뒤,운영중,서울특별시 중구 신당동 99 신당역 5번 출구,37.565849,127.016403
종로학원본원,운영중,서울특별시 중구 청파로 456 종로학원본원 앞,37.559779999999996,126.968506
종각역 5번출구,운영중,서울특별시 종로구 서린동 26-1 종각역 5번출구,37.569835999999995,126.982658
올림픽기념 국민생활관 앞,운영중,서울특별시 종로구 성균관로 91 올림픽기념 국민생활관 앞,37.590233000000005,126.99852
훈련원공원주차장 앞,운영중,서울특별시 중구 을지로 227 훈련원공원주차장 앞,37.566994,127.003464
동성중학교 앞,운영중,서울특별시 종로구 혜화동 56 동성중학교 앞,37.585735,127.00161000000001
을지로4가역 1번출구,운영중,서울특별시 중구 을지로 지하 178 을지로4가역 1번출구,37.56673,126.996605
충무로역 1번출구,운영중,서울특별시 중구 퇴계로 212 충무로역 1번출구,37.56139,126.995354
정동길입구,운영중,서울특별시 중구 세종대로19길 16 정동길 입구,37.565437,126.97330500000001
동대문역 8번 출구,운영중,서울특별시 종로구 율곡로 지하 308 동대문역 8번출구,37.570141,127.009377
경희궁 자이 3단지,운영중,서울특별시 종로구 경교장길 35 경희궁자이 3단지,37.56749,126.965919
경희궁 자이 2단지,운영중,서울특별시 종로구 송월길 99 경희궁 자이 3단지,37.568855,126.964561
종묘공영주차장 건너편,운영중,서울특별시 종로구 종로 지하 200 종묘공영주차장 건너편,37.570479999999996,126.99663500000001
을지로3가역 3번출구,운영중,서울특별시 중구 을지로 지하 129 을지로3가역 3번출구,37.566559000000005,126.99243899999999
서울역 센트럴 자이아파트,운영중,서울특별시 중구 만리재로 175 서울역 센트럴 자이아파트,37.554482,126.96608700000002
상암한화오벨리스크 1차 앞,운영중,서울특별시 마포구 구룡길 19 상암한화오벨리스크 1차 앞,37.587524,126.883003
상암월드컵파크 10단지 앞,운영중,서울특별시 마포구 월드컵북로 502-36 상암월드컵파크 10단지 앞,37.586189000000005,126.881615
상암월드컵파크 9단지 앞,운영중,서울특별시 마포구 월드컵북로 501 상암월드컵파크 9단지 앞,37.582855,126.87982199999999
부엉이공원 앞,운영중,서울특별시 마포구 가양대로 189 부엉이근린공원 앞,37.58559,126.884727
DMC빌 앞,운영중,서울특별시 마포구 월드컵북로60길 13 DMC빌 앞,37.582657,126.88578799999999
상암월드컵파크 7단지 앞,운영중,서울특별시 마포구 상암산로1길 92 상암월드컵파크 7단지 앞,37.581314,126.88058500000001
마포구 육아종합지원센터,운영중,서울특별시 마포구 상암산로1길 71 마포구 육아보육정보센터 앞,37.580631,126.883675
LG CNS앞,운영중,서울특별시 마포구 월드컵북로 424 LG CNS앞,37.580811,126.88665
누리꿈스퀘어 옆,운영중,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 옆,37.579399,126.88916
상암중학교 옆,운영중,서울특별시 마포구 상암산로1길 26 상암중학교 옆,37.577496000000004,126.887772
DMC홍보관,운영중,서울특별시 마포구 월드컵북로 366 DMC홍보관,37.577995,126.891472
DMC산학협력연구센터 앞,운영중,서울특별시 마포구 매봉산로 37 DMC산학협력연구센터 앞,37.575802,126.890739
상암월드컵파크 3단지 후문,운영중,서울특별시 마포구 매봉산로 8 상암월드컵파크 3단지 후문,37.571476000000004,126.88968700000001
상암동주민센터 옆,운영중,서울특별시 마포구 매봉산로2길 16 상암동주민센터 옆,37.57822,126.89447
DMC역 9번출구 앞,운영중,서울특별시 마포구 성암로 지하184 디지털미디어시티역 9번출구 앞,37.577469,126.89736200000002
상암월드컵파크 1단지 교차로,운영중,서울특별시 마포구 월드컵북로 502-7 상암월드컵파크 1단지,37.575665,126.894447
DMC역 2번출구 옆,운영중,서울특별시 은평구 수색로 지하175 디지털미디어시티역 2번출구 앞,37.575069,126.899918
월드컵경기장역 3번출구 옆,운영중,서울특별시 마포구 월드컵로 지하240 1,37.570721,126.898979
홈플러스 앞,운영중,서울특별시 마포구 월드컵로 240 홈플러스 월드컵경기장점,37.56842,126.899429
서울시 공공자전거 상암센터,운영중,서울특별시 마포구 월드컵북로47길 10 1,37.566246,126.896179
마포구청 앞,운영중,서울특별시 마포구 월드컵로 212 1,37.565903000000006,126.90118400000001
문화비축기지,운영중,서울특별시 마포구 증산로 87 문화비축기지,37.569084000000004,126.894424
롯데하이마트 (상암월드컵점),운영중,서울특별시 상암동 1715-29 롯데하이마트 (상암월드컵점),37.57362,126.898048
DMC첨단산업센터,운영중,서울특별시 마포구 성암로330 DMC첨단산업센터,37.584503000000005,126.885597
서울신용보증재단,운영중,서울특별시 마포구 마포대로 163 서울신용보증재단,37.549061,126.954178
성산시영아파트,운영중,서울특별시 마포구 월드컵북로 260 성산시영아파트,37.569584000000006,126.90381599999999
송도병원,운영중,서울특별시 중구 다산로 59-1 송도병원,37.549889,127.007347
KEB하나은행 장충동지점,운영중,서울특별시 중구 장충단로 192 KEB하나은행 장충동지점,37.562172,127.00626399999999
청계천 영도교,운영중,서울특별시 중구 청계천로 400 청계천 영도교,37.5709,127.019524
마포중앙도서관,운영중,서울특별시 마포구 성산로 128 마포중앙도서관,37.563339,126.908203
상명대입구,운영중,서울특별시 종로구 홍지문길 1 상명대 입구,37.600128000000005,126.95783200000001
신영동삼거리,운영중,서울특별시 종로구 진흥로 499 신영동 삼거리,37.603992,126.961945
일성아파트,운영중,서울특별시 종로구 평창문화로 119 일성아파트,37.608719,126.972862
효자동 삼거리,운영중,서울특별시 종로구 효자로13길 45 종로구 궁정동 98-2,37.583603000000004,126.972549
청와대앞길,운영중,서울특별시 종로구 청와대로 73 종로구 세종로 1-54,37.583515000000006,126.97966799999999
동대문 종합시장 버스정류장,운영중,서울특별시 종로구 종로 239 동대문 종합시장 버스정류장,37.571239,127.00441000000001
종로오가 지하쇼핑센터 14번출구,운영중,서울특별시 종로구 종로 지하 200 종로5가 지하쇼핑센터 14번출구,37.57114,127.000671
종로2가 버스정류장 (종각방향),운영중,서울특별시 종로구 종로 79-1 종로2가 버스정류장 (종각방향),37.570358,126.986382
삼익한의원,운영중,서울특별시 종로구 종로 254-1 삼익한의원,37.570961,127.00605800000001
숭인2동 주민센터 입구 (이강3대냉면),운영중,서울특별시 종로구 종로 383-1 숭인2동 주민센터 입구 (이강3대냉면),37.574471,127.019829
종로꽃시장 입구 옆,운영중,서울특별시 종로구 율곡로 지하 308 종로꾳시장 입구 옆,37.57132,127.00721000000001
광화문역 5번출구,운영중,서울특별시 종로구 세종대로 지하 172 광화문역 5번출구,37.569939,126.977539
서울지방경찰청,운영중,서울특별시 종로구 사직로8길 31 서울지방경찰청,37.574364,126.972366
어린이대공원역 3번출구 앞,운영중,서울특별시 광진구 능동로 지하210 어린이대공원역 3번출구 앞,37.54707,127.074272
광진구의회 앞,운영중,서울특별시 광진구 능동로 76 광진구의회 앞,37.537308,127.070351
뚝섬유원지역 1번출구 앞,운영중,서울특별시 광진구 능동로 10 뚝섬유원지역 1번출구 앞,37.531859999999995,127.06719199999999
더샵스타시티 C동 앞,운영중,서울특별시 광진구 아차산로 262 더샵스타시티 C동 앞,37.536667,127.07359299999999
신자초교입구교차로,운영중,서울특별시 광진구 뚝섬로 596 신자초교입구교차로,37.53297,127.07593500000002
자양사거리 광진아크로텔 앞,운영중,서울특별시 광진구 아차산로 355 타워더모스트 광진아크로텔,37.537009999999995,127.082245
금호 어울림 아파트 앞,운영중,서울특별시 성동구 광나루로 249 송정금호어울림 아파트 앞,37.549061,127.05779299999999
성수아이에스비즈타워 앞,운영중,서울특별시 성동구 성수이로 147 아이에스비즈타워 앞,37.548203,127.05711399999998
성수아카데미타워 앞,운영중,서울특별시 성동구 성수이로 118 라성아카데미타워 앞,37.545165999999995,127.05751000000001
이마트 버스정류소 옆,운영중,서울특별시 성동구 뚝섬로 379 이마트 버스정류소 옆,37.539654,127.05258899999998
서울숲 남문 버스정류소 옆,운영중,서울특별시 성동구 왕십리로11길 9 서울숲남문 버스정류소 옆,37.541222,127.0438
서울숲역 4번 출구 옆,운영중,서울특별시 성동구 왕십리로 지하77 서울숲역 4번 출구 옆,37.544582,127.04460900000001
뚝섬역 1번 출구 옆,운영중,서울특별시 성동구 아차산로 18 뚝섬역 1번 출구 옆,37.548561,127.045006
뚝섬역 5번 출구 정류소 옆,운영중,서울특별시 성동구 아차산로 18 뚝섬역 5번 출구 정류소 옆,37.546307,127.049805
성수사거리 버스정류장 앞,운영중,서울특별시 성동구 아차산로 171 성수사거리 버스정류장 앞,37.54258,127.063309
광양중학교 앞,운영중,서울특별시 광진구 자양로3길 7 광양중학교 앞,37.530235,127.08683
광진메디칼 앞,운영중,서울특별시 광진구 광나루로 355 광진메디컬앞,37.548404999999995,127.06936599999999
청계천 박물관 앞,운영중,서울특별시 성동구 마장동 610 청계천 박물관 앞,37.571526,127.03535500000001
양지사거리,운영중,서울특별시 성동구 홍익동 590 양지사거리,37.566994,127.02991499999999
상왕십리역 4번 출구 앞,운영중,서울특별시 성동구 하왕십리동 960-3 상왕십리역 4번 출구 앞,37.563858,127.03031899999999
왕십리역 11번 출구 앞,운영중,서울특별시 성동구 행당동 188-9 왕십리역 11번 출구 앞,37.561446999999994,127.03492
금호역 1번출구 앞,운영중,서울특별시 성동구 금호동3가 1575-3 금호역 1번출구 앞,37.548640999999996,127.016426
옥수동성당 옆,운영중,서울특별시 성동구 옥수동 산5-148 옥수동성당 옆,37.543663,127.01406100000001
래미안금호하이리버 아파트 102동 옆,운영중,서울특별시 성동구 금호동2가 1220-1 래미안금호하이리버 아파트 102동 옆,37.5522,127.02505500000001
한양대병원사거리,운영중,서울특별시 성동구 행당동 20-2 한양대병원사거리,37.558052,127.040352
용답토속공원 앞,운영중,서울특별시 성동구 용답동 224-1 용답토속공원 앞,37.563511,127.056725
장한평역 8번 출구 앞,운영중,서울특별시 성동구 용답동 224-3 장안평역 8번 출구 앞,37.561371,127.06366000000001
청계벽산아파트 앞,운영중,서울특별시 성동구 하왕십리동 286-24 청계벽산아파트 텐즈힐아파트 정류소,37.568748,127.030403
우리은행 금호동 지점 앞,운영중,서울특별시 성동구 금호동4가 1101 우리은행 금호동 지점 앞,37.548149,127.02108799999999
금호사거리,운영중,서울특별시 성동구 금호동2가 1205-1 금호사거리,37.548634,127.025726
응봉삼거리,운영중,서울특별시 성동구 응봉동 134-26 응봉삼거리,37.553986,127.033592
행당역 2번출구 앞,운영중,서울특별시 성동구 행당동 347-11 행당역 2번출구 앞,37.55735,127.02921299999998
한양대후문역 부근,운영중,서울특별시 성동구 행당동 10 한양대후문역 부근 (양키캔들 앞),37.560356,127.041397
답십리역 8번출구 앞,운영중,서울특별시 성동구 용답동 102-1 답십리역 8번출구 앞,37.56765,127.05115500000001
군자교교차로,운영중,서울특별시 광진구 중곡동 263-1 군자교교차로,37.559795,127.074203
군자역 7번출구 베스트샵 앞,운영중,서울특별시 광진구 군자동 499 군자역 7번출구 베스트샵 앞,37.55603,127.078644
강변역 4번출구 뒤,운영중,"서울특별시 광진구 구의동 546-6 강변역 1,4번 출구 아래",37.535465,127.09448200000001
구의공원(테크노마트 앞),운영중,서울특별시 광진구 구의동 546-3 구의공원(테크노마트 앞),37.535969,127.094673
광남중학교,운영중,서울특별시 광진구 광장동 561-15 광남중학교,37.540729999999996,127.102905
잠실대교북단 교차로,운영중,서울특별시 광진구 자양동 722 잠실대교북단 교차로,37.532478000000005,127.08509099999999
자양나들목,운영중,서울특별시 광진구 자양동 738 자양나들목,37.52977,127.07486000000002
아차산역 3번출구,운영중,서울특별시 광진구 구의동 96 아차산역 3번출구,37.551224,127.089706
서울시설공단 앞,운영중,서울특별시 성동구 마장동 610 서울시설공단 앞,37.57164,127.03566000000001
구의삼성쉐르빌 앞,운영중,서울특별시 광진구 구의강변로 106 구의삼성쉐르빌 앞,37.540062,127.094498
대림아크로리버 앞,운영중,서울특별시 광진구 구의강변로 64 대림아크로리버 앞,37.536578999999996,127.092972
중곡 성원APT 앞,운영중,서울특별시 광진구 동일로 459 중곡 성원APT 앞,37.571255,127.079803
영남주차장,운영중,서울특별시 광진구 천호대로 682 아차산역 사거리,-74.526718,22.869629
구의3동주민센터,운영중,서울특별시 광진구 강변역로 17 구의3동주민센터,37.537849,127.092171
달맞이공원,운영중,서울특별시 성동구 금호동4가 367-1 달맞이공원,37.542053,127.020401
도선동 주민센터 앞,운영중,서울특별시 성동구 무학로10길 6 도선동 주민센터 앞,37.567642,127.025696
성동광진 교육지원청 앞,운영중,서울특별시 성동구 고산자로 260 성동광진 교육지원청 앞,37.564606,127.03652199999999
왕십리역 4번 출구 건너편,운영중,서울특별시 성동구 왕십리광장로 10-1 왕십리역 4번 출구 건너편,37.561096,127.03679699999999
비전교회 앞,운영중,서울특별시 성동구 동일로 213 비전교회 앞,37.551204999999996,127.068932
서울숲역 2번출구 앞,운영중,서울특별시 성동구 왕십리로 64 서울숲역 2번출구 앞,37.542815999999995,127.04467
군자지하보도 앞,운영중,서울특별시 성동구 동일로 313 군자지하보도 앞,37.559246,127.07341000000001
성동세무서 건너편,운영중,서울특별시 성동구 광나루로 302 성동세무서 건너편,37.547913,127.062752
금호역 3번출구,운영중,서울특별시 성동구 동호로 99 금호역 3번출구,37.547928000000006,127.01557199999999
옥수역 3번출구,운영중,서울특별시 성동구 한림말길 56 옥수역 3번출구,37.541363,127.01766200000002
성수역 2번출구 앞,운영중,서울특별시 성동구 아차산로 113 성수역 2번출구 앞,37.54459,127.057083
청계8가사거리 부근,운영중,서울특별시 동대문구 청계천로 417 청계8가사거리 부근,37.571102,127.02356
응봉현대아파트 정류소,운영중,서울특별시 성동구 독서당로 381 응봉동현대아파트 정류소,37.549583,127.030243
어린이대공원역6번출구,운영중,서울특별시 광진구 군자로 74 어린이대공원역6번출구,37.548496,127.07476000000001
국립정신 건강센터 앞,운영중,서울특별시 광진구 능동로 398 국립정신 건강센터 앞,37.56538,127.08651
구의문주차장 앞,운영중,서울특별시 광진구 능동로 216 구의문주차장 앞,37.545231,127.084732
아차산역4번출구,운영중,서울특별시 광진구 능동로 216 아차산역4번출구,37.551849,127.088982
중앙농협 중곡지점,운영중,서울특별시 광진구 용마산로 120 중앙농협 중곡지점,37.564293,127.086937
광나루역 3번 출구,운영중,서울특별시 광진구 아차산로 552 광나루역 3번 출구,37.54483,127.10426299999999
광진청소년수련관,운영중,서울특별시 광진구 구천면로 2 광진청소년수련관,37.546547,127.10613300000001
성동세무서 부근,운영중,서울특별시 성동구 광나루로 303-1 성동세무서 부근,37.548286,127.06208799999999
마장역 4번출구,운영중,서울특별시 성동구 마장로 292-1 마장역 4번출구,37.565205,127.041847
신금호역 3번출구 뒤,운영중,서울특별시 성동구 무수막길 97 신금호역 3번출구 뒤,37.554493,127.02021
용답초등학교,운영중,서울특별시 성동구 용답25길 1 용답초등학교,37.561012,127.05423700000001
경일중학교 앞,운영중,서울특별시 성동구 성수일로 27 경일중학교 앞,37.543178999999995,127.04908
청계천 생태교실 앞,운영중,서울특별시 성동구 마장로39길 51 청계천 생태교실 앞,37.56797,127.04688999999999
광진광장 교통섬,운영중,서울특별시 광진구 군자동 374-8 광진광장 교통섬,37.547829,127.07263200000001
성수2가1동 공영주차장 인근,운영중,서울특별시 성동구 성수동2가 569-3 성수2가1동 공영주차장 인근,37.536808,127.055489
마장동 주민센터,운영중,서울특별시 성동구 마장로42길 14 마장동 주민센터,37.565940999999995,127.045395
KEB하나은행 성수중앙지점,운영중,서울특별시 성동구 성수동2가 276-5 KEB하나은행 성수중앙지점,37.545418,127.05264299999999
뚝섬 유원지역,운영중,서울특별시 광진구 능동로 10 뚝섬유원지역,37.532688,127.067497
성수역3번출구,운영중,서울특별시 성동구 아차산로 100 성수동2가 315-105,37.544159,127.056656
건국대학교 (입학정보관),운영중,서울특별시 광진구 능동로 120 입학정보관,37.53989,127.07336399999998
건국대학교 (행정관),운영중,서울특별시 광진구 능동로 120 행정관,37.542778000000006,127.07537099999999
건국대학교 학생회관,운영중,서울특별시 광진구 능동로 120 학생회관,37.541911999999996,127.07763700000001
자양중앙나들목,운영중,서울특별시 광진구 자양강변길 301 광진구 자양2동 705,37.528587,127.077873
중랑물재생센터(서울새활용플라자),운영중,서울특별시 성동구 자동차시장길 49 중랑물재생센터,37.558365,127.056908
휘경2동 주민센터,운영중,서울특별시 동대문구 한천로 329 휘경2동 주민센터,37.589912,127.06868
용신동주민센터,운영중,서울특별시 동대문구 용두동 65-25 용신동주민센터,37.575947,127.037361
장안동 사거리,운영중,서울특별시 동대문구 장한로 25길 2 장안동 사거리,37.572174,127.07138799999998
답십리초등학교 옆 공원,운영중,서울특별시 동대문구 전농로3길 23 답십리초등학교 옆 공원,37.569656,127.05596200000001
신설동역8번출구,운영중,서울특별시 동대문구 천호대로 26 신설동역9번출구,37.5742,127.02649699999999
휘경공고앞,운영중,서울특별시 동대문구 겸재로 21 휘경공고앞,37.584625,127.07028999999999
전농삼성아파트,운영중,서울특별시 동대문구 전농로 192 전농삼성아파트,37.581309999999995,127.05534399999999
제기2교,운영중,서울특별시 동대문구 제기동122-388 제기2교,37.587790999999996,127.037361
동대문중 교차로,운영중,서울특별시 동대문구 답십리동 524-1 동대문중 교차로,37.573085999999996,127.05216200000001
시립동부병원 앞 사거리,운영중,서울특별시 동대문구 용두동 237-10 시립동부병원 앞 사거리,37.573665999999996,127.03081499999999
신설동역 10번출구 앞,운영중,서울특별시 동대문구 신설동 92-34 신설동역 10번출구 앞,37.575272,127.023468
용두동 사거리,운영중,서울특별시 동대문구 용두동 237-10 용두동 사거리,37.577686,127.03101299999999
용두동 레미안허브리츠아파트 앞,운영중,서울특별시 동대문구 용두동 696-13 용두동 레미안허브리츠아파트 앞,37.576382,127.03511
서울시립대 앞,운영중,서울특별시 동대문구 전농동 135-5 시립대 앞,37.582561,127.054367
청솔우성아파트 앞,운영중,서울특별시 동대문구 답십리동 94-2 청솔우성아파트 앞,37.574203000000004,127.057693
동대문중학교 옆,운영중,서울특별시 동대문구 사가정로 62 동대문중학교 옆(버스정류장 부근),37.574718,127.05339099999999
전농사거리 교통섬,운영중,서울특별시 동대문구 사가정로 119 전농사거리 교통섬(전농서적 앞),37.577793,127.05783100000001
서울시립대 정문 앞,운영중,서울특별시 동대문구 서울시립대로 161 서울시립대 정문 앞(시더프라자빌딩 앞),37.583698,127.05385600000001
전농동 동아아파트 앞,운영중,서울특별시 동대문구 서울시립대로 31 전농동 동아아파트 앞(T-World 앞 보도),37.574188,127.045891
답십리초등학교 앞(현대시장 옆),운영중,서울특별시 동대문구 전농로 34 답십리초등학교 앞(현대시장 옆),37.568191999999996,127.057175
군자교 서측 녹지대,운영중,서울특별시 동대문구 장한로6길 95 군자교녹지대 동측 앞,37.561153000000004,127.07096899999999
장안동삼거리 교통섬,운영중,서울특별시 동대문구 사가정로 240 장안동삼거리 교통섬,37.578632,127.07190700000001
휘봉고등학교 앞,운영중,서울특별시 동대문구 한천로 290 휘봉고등학교 앞,37.586815,127.067543
동대문구 보건소,운영중,서울특별시 동대문구 천호대로 145 동대문구 보건소,37.574852,127.040306
답십리역 1번출구,운영중,서울특별시 동대문구 천호대로 269 답십리역 1번출구,37.568184,127.051277
청량리 기업은행 앞,운영중,서울특별시 동대문구 홍릉로 1 청량리 기업은행 앞,37.580405999999996,127.044823
외국어대 정문 앞,운영중,서울특별시 동대문구 이문로 107 외국어대 정문 앞,37.59602,127.05983
시조사 앞 (청량고정문 옆),운영중,서울특별시 동대문구 이문로1길 11 시조사 앞 (청량고정문 옆),37.587517,127.052773
세종대왕기념관 교차로,운영중,서울특별시 동대문구 회기로 56 세종대왕기념관 교차로,37.5909,127.04258700000001
KAIST 경영대학 앞,운영중,서울특별시 동대문구 회기로 85 KAIST 경영대학 앞,37.591614,127.04579199999999
서울시립대 정보기술관,운영중,서울특별시 동대문구 한천로43길 12-14 서울시립대 정보기술관,37.583008,127.060974
서울시립대 후문,운영중,서울특별시 동대문구 한천로43길 12-14 서울시립대 후문,37.585196999999994,127.060951
KEB하나은행 청량리역지점,운영중,서울특별시 동대문구 왕산로 205 KEB하나은행 청량리역지점,37.582454999999996,127.044495
용두역 4번출구,운영중,서울특별시 동대문구 청계천로 563 용두역 4번출구,37.573753,127.03853600000001
신답역 사거리,운영중,서울특별시 동대문구 천호대로 231 신답역 빵굼터 앞,37.570156,127.048584
동대문구민체육센터 (육교아래),운영중,서울특별시 동대문구 장안벚꽃로 77 동대문구민체육센터 (육교아래),37.566971,127.074417
장한평역 1번출구 (국민은행앞),운영중,서울특별시 동대문구 천호대로 405 장한평역 1번출구 (국민은행앞),37.561867,127.06437700000001
신이문역 1번출구,운영중,서울특별시 동대문구 신이문로 44 신이문역 1번출구,37.602798,127.067268
장안동위더스빌옆,운영중,서울특별시 동대문구 한천로 42 장안동위더스빌옆,37.5667,127.062424
중랑교사거리,운영중,서울특별시 동대문구 망우로 131 중랑교사거리,37.591534,127.067741
우리은행청량리지점앞,운영중,서울특별시 동대문구 왕산로 239 우리은행청량리지점앞,37.582747999999995,127.04827900000001
답십리 래미안엘파인아파트 입구,운영중,서울특별시 동대문구 사가정로 190 답십리 래미안엘파인아파트 입구,37.57653,127.065941
전농동 텃골공원,운영중,서울특별시 동대문구 사가정로 65 전농동 텃골공원,37.577621,127.052109
영휘원 교차로,운영중,서울특별시 동대문구 홍릉로 78-1 영휘원 교차로,37.587238,127.04313700000002
동대문롯데캐슬아파트 앞,운영중,서울특별시 동대문구 답십리로23길 30 동대문롯데캐슬아파트 앞,37.575759999999995,127.04836999999999
촬영소 사거리,운영중,서울특별시 동대문구 답십리로 233 촬영소 사거리,37.572948,127.066147
제기역1번출구,운영중,서울특별시 동대문구 왕산로 87 제기역1번출구,37.57835,127.03338600000001
동의보감타워,운영중,서울특별시 동대문구 왕산로 128 동의보감타워,37.577999,127.037628
경희대학교 청운관,운영중,서울특별시 동대문구 경희대로 26 경희대학교 청운관,37.594601000000004,127.05196399999998
이동정비,운영중,서울특별시 마포구 월드컵로 251 이동정비,0.0,0.0
KB국민은행 염창역 지점 앞,운영중,서울특별시 양천구 목동 559 KB국민은행 염창역 지점 앞,37.546848,126.872772
목동사거리 부근,운영중,서울특별시 양천구 목동 813 목동사거리 부근,37.532803,126.86393000000001
목4동주민센터 옆,운영중,서울특별시 양천구 목동 904-3 목4동주민센터 옆,37.532543,126.868729
오목교역 7번출구 앞,운영중,서울특별시 양천구 목동 451 오목교역 7번출구 앞,37.524063,126.87558
남부법원검찰청 교차로,운영중,서울특별시 양천구 신정동 1095 남부법원검찰청 교차로,37.523254,126.864906
신정네거리역,운영중,서울특별시 양천구 신월동 894 신정네거리역,37.521881,126.851753
신정3동주민센터,운영중,서울특별시 양천구 중앙로 209 신정3동주민센터,37.515156,126.854897
서울출입국관리사무소 앞,운영중,서울특별시 양천구 신정동 319-3 서울출입국관리사무소 앞,37.51897,126.869965
신정3동 현장민원실 앞,운영중,서울특별시 양천구 신정동 760-2 신정3동 현장민원실 앞,37.511585,126.84156000000002
서부화물트럭터미널 사거리,운영중,서울특별시 양천구 신정동 759-2 서부화물트럭터미널 사거리,37.510658,126.84253700000001
신일해피트리아파트 앞,운영중,서울특별시 양천구 신월동 1063-4 신일해피트리아파트 앞,37.517059,126.84848799999999
강월초교입구 사거리,운영중,서울특별시 양천구 신월동 905 강월초교입구 사거리,37.516998,126.83831799999999
양서중학교 옆,운영중,서울특별시 양천구 신월동 790 양서중학교 옆,37.533046999999996,126.82995600000001
한국SGI 양천문화회관 앞,운영중,서울특별시 양천구 신월동 790 한국SGI 양천문화회관 앞,37.532546999999994,126.830803
신정6동 주민센터 인근,운영중,서울특별시 양천구 목동서로 355 햇빛문고 앞,37.517281,126.86433400000001
홍익병원앞 교차로,운영중,서울특별시 양천구 등촌로 2 홍익병원앞 교차로,37.530369,126.864258
서울강월초등학교 앞,운영중,서울특별시 양천구 신월로 97 서울강월초등학교 앞,37.516197,126.8349
LG전자베스트샵 신정점,운영중,서울특별시 양천구 신월로 328 LG전자베스트샵 신정점,37.521435,126.85738400000001
SBS방송국,운영중,서울특별시 양천구 목동서로161 SBS방송국,37.529163,126.872749
계남공원 입구 주출입구 좌측,운영중,서울특별시 양천구 신정동 621-14 계남공원 입구 주출입구 좌측,37.510681,126.857399
양강중학교앞 교차로,운영중,서울특별시 양천구 남부순환로88길5-16 양강중학교앞 교차로,37.524334,126.850548
목동3단지 시내버스정류장,운영중,서울특별시 양천구 목동중앙로 49 목동3단지 시내버스정류장,37.534389000000004,126.869598
서부식자재마트 건너편,운영중,서울특별시 양천구 신정동 236 서부식자재마트 건너편,37.51038,126.866798
서울시 도로환경관리센터,운영중,서울특별시 양천구 목동동로 316-6 서울시 도로환경관리센터,37.5299,126.87654099999999
신월동 이마트,운영중,서울특별시 양천구 화곡로 59 신월동 이마트,37.539551,126.8283
신정이펜하우스314동,운영중,서울특별시 양천구 신정이펜1로50 신정이펜하우스314동,37.514099,126.831001
신트리공원 입구,운영중,서울특별시 양천구 신정동 310-8 신트리공원 입구,37.51395,126.85605600000001
영도초등학교,운영중,서울특별시 양천구 목동중앙로 70 영도초등학교,37.536429999999996,126.871521
오솔길공원,운영중,서울특별시 양천구 남부순환로70길11-9 오솔길공원,37.52219,126.8367
장수공원,운영중,서울특별시 양천구 신월로 894 장수공원,37.52256,126.84948
신월사거리,운영중,서울특별시 양천구 신월동 263 신월사거리,37.536201,126.827797
으뜸공원,운영중,서울특별시 양천구 가로공원로 133 으뜸공원,37.536369,126.83171100000001
화곡로 입구 교차로,운영중,서울특별시 양천구 신월동 258 화곡로 입구 교차로,37.53952,126.825401
등촌역 5번 출구 뒤,운영중,서울특별시 양천구 등촌로 236 등촌역 5번 출구 뒤,37.550732,126.86457800000001
현대6차아파트 101동 옆,운영중,서울특별시 양천구 신정동 735-5 현대6차아파트 101동 옆,37.5089,126.84268200000001
신목동역 2번 출구,운영중,서울특별시 양천구 목동중앙로 212 앞 신목동역 2번 출구,37.543842,126.882545
